DATA;ANO;MÊS;MUNICÍPIO;PONTO;COLIFORMES;CLASSE
19/08/10;2010;AGO;NA;NA14;2;E
26/08/10;2010;AGO;NA;NA14;130;E
02/09/10;2010;SET;NA;NA14;7;E
09/09/10;2010;SET;NA;NA14;94;E
16/09/10;2010;SET;NA;NA14;13;E
23/09/10;2010;SET;NA;NA14;130;E
30/09/10;2010;SET;NA;NA14;70;E
07/10/10;2010;OUT;NA;NA14;13;E
14/10/10;2010;OUT;NA;NA14;49;E
21/10/10;2010;OUT;NA;NA14;17;E
28/10/10;2010;OUT;NA;NA14;33;E
04/11/10;2010;NOV;NA;NA14;70;E
11/11/10;2010;NOV;NA;NA14;2;E
18/11/10;2010;NOV;NA;NA14;7;E
25/11/10;2010;NOV;NA;NA14;5;E
02/12/10;2010;DEZ;NA;NA14;79;E
09/12/10;2010;DEZ;NA;NA14;2;E
16/12/10;2010;DEZ;NA;NA14;5;E
23/12/10;2010;DEZ;NA;NA14;79;E
30/12/10;2010;DEZ;NA;NA14;23;E
07/01/10;2010;JAN;NA;NA15;11;E
14/01/10;2010;JAN;NA;NA15;24;E
21/01/10;2010;JAN;NA;NA15;13;E
28/01/10;2010;JAN;NA;NA15;2200;E
04/02/10;2010;FEV;NA;NA15;33;E
11/02/10;2010;FEV;NA;NA15;49;E
18/02/10;2010;FEV;NA;NA15;2;E
25/02/10;2010;FEV;NA;NA15;240;E
04/03/10;2010;MAR;NA;NA15;8;E
11/03/10;2010;MAR;NA;NA15;130;E
18/03/10;2010;MAR;NA;NA15;170;E
25/03/10;2010;MAR;NA;NA15;110;E
31/03/10;2010;MAR;NA;NA15;240;E
08/04/10;2010;ABR;NA;NA15;920;E
15/04/10;2010;ABR;NA;NA15;49;E
22/04/10;2010;ABR;NA;NA15;23;E
29/04/10;2010;ABR;NA;NA15;17;E
06/05/10;2010;MAI;NA;NA15;920;S
13/05/10;2010;MAI;NA;NA15;8;E
20/05/10;2010;MAI;NA;NA15;2;E
27/05/10;2010;MAI;NA;NA15;2;E
02/06/10;2010;JUN;NA;NA15;8;E
10/06/10;2010;JUN;NA;NA15;240;E
17/06/10;2010;JUN;NA;NA15;240;E
24/06/10;2010;JUN;NA;NA15;5;E
01/07/10;2010;JUL;NA;NA15;2400;E
08/07/10;2010;JUL;NA;NA15;130;E
15/07/10;2010;JUL;NA;NA15;2400;I
22/07/10;2010;JUL;NA;NA15;220;I
29/07/10;2010;JUL;NA;NA15;350;I
05/08/10;2010;AGO;NA;NA15;46;B
12/08/10;2010;AGO;NA;NA15;79;B
19/08/10;2010;AGO;NA;NA15;2;E
26/08/10;2010;AGO;NA;NA15;8;E
02/09/10;2010;SET;NA;NA15;13;E
09/09/10;2010;SET;NA;NA15;79;E
16/09/10;2010;SET;NA;NA15;23;E
23/09/10;2010;SET;NA;NA15;79;E
30/09/10;2010;SET;NA;NA15;13;E
07/10/10;2010;OUT;NA;NA15;13;E
14/10/10;2010;OUT;NA;NA15;4;E
21/10/10;2010;OUT;NA;NA15;13;E
28/10/10;2010;OUT;NA;NA15;2;E
04/11/10;2010;NOV;NA;NA15;70;E
11/11/10;2010;NOV;NA;NA15;2;E
18/11/10;2010;NOV;NA;NA15;7;E
25/11/10;2010;NOV;NA;NA15;8;E
02/12/10;2010;DEZ;NA;NA15;23;E
09/12/10;2010;DEZ;NA;NA15;2;E
16/12/10;2010;DEZ;NA;NA15;2;E
23/12/10;2010;DEZ;NA;NA15;46;E
30/12/10;2010;DEZ;NA;NA15;5;E
07/01/10;2010;JAN;EX;EX01;2;E
14/01/10;2010;JAN;EX;EX01;13;E
21/01/10;2010;JAN;EX;EX01;2;E
28/01/10;2010;JAN;EX;EX01;130;E
04/02/10;2010;FEV;EX;EX01;27;E
11/02/10;2010;FEV;EX;EX01;17;E
18/02/10;2010;FEV;EX;EX01;22;E
25/02/10;2010;FEV;EX;EX01;22;E
04/03/10;2010;MAR;EX;EX01;2;E
11/03/10;2010;MAR;EX;EX01;49;E
18/03/10;2010;MAR;EX;EX01;350;E
25/03/10;2010;MAR;EX;EX01;33;E
31/03/10;2010;MAR;EX;EX01;540;B
08/04/10;2010;ABR;EX;EX01;920;S
15/04/10;2010;ABR;EX;EX01;2400;S
22/04/10;2010;ABR;EX;EX01;23;S
29/04/10;2010;ABR;EX;EX01;170;S
06/05/10;2010;MAI;EX;EX01;1600;I
13/05/10;2010;MAI;EX;EX01;2;I
20/05/10;2010;MAI;EX;EX01;2;E
27/05/10;2010;MAI;EX;EX01;23;E
02/06/10;2010;JUN;EX;EX01;2;E
10/06/10;2010;JUN;EX;EX01;9;E
17/06/10;2010;JUN;EX;EX01;27;E
24/06/10;2010;JUN;EX;EX01;23;E
01/07/10;2010;JUL;EX;EX01;49;E
08/07/10;2010;JUL;EX;EX01;30;E
15/07/10;2010;JUL;EX;EX01;1600;E
22/07/10;2010;JUL;EX;EX01;13;E
29/07/10;2010;JUL;EX;EX01;920;S
05/08/10;2010;AGO;EX;EX01;22;S
12/08/10;2010;AGO;EX;EX01;33;S
19/08/10;2010;AGO;EX;EX01;33;E
26/08/10;2010;AGO;EX;EX01;8;E
02/09/10;2010;SET;EX;EX01;70;E
09/09/10;2010;SET;EX;EX01;70;E
16/09/10;2010;SET;EX;EX01;46;E
23/09/10;2010;SET;EX;EX01;33;E
30/09/10;2010;SET;EX;EX01;23;E
07/10/10;2010;OUT;EX;EX01;13;E
14/10/10;2010;OUT;EX;EX01;2;E
21/10/10;2010;OUT;EX;EX01;2;E
28/10/10;2010;OUT;EX;EX01;2;E
04/11/10;2010;NOV;EX;EX01;22;E
11/11/10;2010;NOV;EX;EX01;2;E
18/11/10;2010;NOV;EX;EX01;4;E
25/11/10;2010;NOV;EX;EX01;23;E
02/12/10;2010;DEZ;EX;EX01;540;E
09/12/10;2010;DEZ;EX;EX01;2;E
16/12/10;2010;DEZ;EX;EX01;2;E
23/12/10;2010;DEZ;EX;EX01;8;E
30/12/10;2010;DEZ;EX;EX01;2;E
07/01/10;2010;JAN;EX;EX02;2;E
14/01/10;2010;JAN;EX;EX02;2;E
21/01/10;2010;JAN;EX;EX02;5;E
28/01/10;2010;JAN;EX;EX02;49;E
04/02/10;2010;FEV;EX;EX02;21;E
11/02/10;2010;FEV;EX;EX02;33;E
18/02/10;2010;FEV;EX;EX02;14;E
25/02/10;2010;FEV;EX;EX02;23;E
04/03/10;2010;MAR;EX;EX02;2;E
11/03/10;2010;MAR;EX;EX02;2;E
18/03/10;2010;MAR;EX;EX02;39;E
25/03/10;2010;MAR;EX;EX02;8;E
31/03/10;2010;MAR;EX;EX02;130;E
08/04/10;2010;ABR;EX;EX02;350;E
15/04/10;2010;ABR;EX;EX02;22;E
22/04/10;2010;ABR;EX;EX02;49;E
29/04/10;2010;ABR;EX;EX02;130;E
06/05/10;2010;MAI;EX;EX02;350;B
13/05/10;2010;MAI;EX;EX02;5;E
20/05/10;2010;MAI;EX;EX02;2;E
27/05/10;2010;MAI;EX;EX02;7;E
02/06/10;2010;JUN;EX;EX02;2;E
10/06/10;2010;JUN;EX;EX02;5;E
17/06/10;2010;JUN;EX;EX02;79;E
24/06/10;2010;JUN;EX;EX02;8;E
01/07/10;2010;JUL;EX;EX02;17;E
08/07/10;2010;JUL;EX;EX02;79;E
15/07/10;2010;JUL;EX;EX02;79;E
22/07/10;2010;JUL;EX;EX02;170;E
29/07/10;2010;JUL;EX;EX02;170;E
05/08/10;2010;AGO;EX;EX02;49;E
12/08/10;2010;AGO;EX;EX02;130;E
19/08/10;2010;AGO;EX;EX02;11;E
26/08/10;2010;AGO;EX;EX02;13;E
02/09/10;2010;SET;EX;EX02;110;E
09/09/10;2010;SET;EX;EX02;79;E
16/09/10;2010;SET;EX;EX02;170;E
23/09/10;2010;SET;EX;EX02;14;E
30/09/10;2010;SET;EX;EX02;5;E
07/10/10;2010;OUT;EX;EX02;49;E
14/10/10;2010;OUT;EX;EX02;2;E
21/10/10;2010;OUT;EX;EX02;2;E
28/10/10;2010;OUT;EX;EX02;2;E
04/11/10;2010;NOV;EX;EX02;32;E
11/11/10;2010;NOV;EX;EX02;2;E
18/11/10;2010;NOV;EX;EX02;2;E
25/11/10;2010;NOV;EX;EX02;49;E
02/12/10;2010;DEZ;EX;EX02;1600;E
09/12/10;2010;DEZ;EX;EX02;2;E
16/12/10;2010;DEZ;EX;EX02;5;E
23/12/10;2010;DEZ;EX;EX02;5;E
30/12/10;2010;DEZ;EX;EX02;2;E
07/01/10;2010;JAN;EX;EX03;5;E
14/01/10;2010;JAN;EX;EX03;2;E
21/01/10;2010;JAN;EX;EX03;240;E
28/01/10;2010;JAN;EX;EX03;13;E
04/02/10;2010;FEV;EX;EX03;4;E
11/02/10;2010;FEV;EX;EX03;540;E
18/02/10;2010;FEV;EX;EX03;27;E
25/02/10;2010;FEV;EX;EX03;70;E
04/03/10;2010;MAR;EX;EX03;23;E
11/03/10;2010;MAR;EX;EX03;26;E
18/03/10;2010;MAR;EX;EX03;22;E
25/03/10;2010;MAR;EX;EX03;33;E
31/03/10;2010;MAR;EX;EX03;27;E
08/04/10;2010;ABR;EX;EX03;1600;E
15/04/10;2010;ABR;EX;EX03;7;E
22/04/10;2010;ABR;EX;EX03;7;E
29/04/10;2010;ABR;EX;EX03;11;E
06/05/10;2010;MAI;EX;EX03;17;E
13/05/10;2010;MAI;EX;EX03;13;E
20/05/10;2010;MAI;EX;EX03;17;E
27/05/10;2010;MAI;EX;EX03;2;E
02/06/10;2010;JUN;EX;EX03;4;E
10/06/10;2010;JUN;EX;EX03;7;E
17/06/10;2010;JUN;EX;EX03;5;E
24/06/10;2010;JUN;EX;EX03;33;E
01/07/10;2010;JUL;EX;EX03;7;E
08/07/10;2010;JUL;EX;EX03;11;E
15/07/10;2010;JUL;EX;EX03;21;E
22/07/10;2010;JUL;EX;EX03;8;E
29/07/10;2010;JUL;EX;EX03;3500;I
05/08/10;2010;AGO;EX;EX03;7;E
12/08/10;2010;AGO;EX;EX03;17;E
19/08/10;2010;AGO;EX;EX03;2;E
26/08/10;2010;AGO;EX;EX03;2;E
02/09/10;2010;SET;EX;EX03;8;E
09/09/10;2010;SET;EX;EX03;23;E
16/09/10;2010;SET;EX;EX03;49;E
23/09/10;2010;SET;EX;EX03;17;E
30/09/10;2010;SET;EX;EX03;13;E
07/10/10;2010;OUT;EX;EX03;13;E
14/10/10;2010;OUT;EX;EX03;2;E
21/10/10;2010;OUT;EX;EX03;2;E
28/10/10;2010;OUT;EX;EX03;2;E
04/11/10;2010;NOV;EX;EX03;27;E
11/11/10;2010;NOV;EX;EX03;130;E
18/11/10;2010;NOV;EX;EX03;11;E
25/11/10;2010;NOV;EX;EX03;22;E
02/12/10;2010;DEZ;EX;EX03;70;E
09/12/10;2010;DEZ;EX;EX03;2;E
16/12/10;2010;DEZ;EX;EX03;2;E
23/12/10;2010;DEZ;EX;EX03;2;E
30/12/10;2010;DEZ;EX;EX03;4;E
07/01/10;2010;JAN;EX;EX04;5;E
14/01/10;2010;JAN;EX;EX04;33;E
21/01/10;2010;JAN;EX;EX04;2;E
28/01/10;2010;JAN;EX;EX04;2200;E
04/02/10;2010;FEV;EX;EX04;33;E
11/02/10;2010;FEV;EX;EX04;49;E
18/02/10;2010;FEV;EX;EX04;8;E
25/02/10;2010;FEV;EX;EX04;920;S
04/03/10;2010;MAR;EX;EX04;13;E
11/03/10;2010;MAR;EX;EX04;14;E
18/03/10;2010;MAR;EX;EX04;7;E
25/03/10;2010;MAR;EX;EX04;240;E
31/03/10;2010;MAR;EX;EX04;2;E
08/04/10;2010;ABR;EX;EX04;920;E
15/04/10;2010;ABR;EX;EX04;2;E
22/04/10;2010;ABR;EX;EX04;11;E
29/04/10;2010;ABR;EX;EX04;49;E
06/05/10;2010;MAI;EX;EX04;1600;S
13/05/10;2010;MAI;EX;EX04;79;E
20/05/10;2010;MAI;EX;EX04;4;E
27/05/10;2010;MAI;EX;EX04;33;E
02/06/10;2010;JUN;EX;EX04;22;E
10/06/10;2010;JUN;EX;EX04;240;E
17/06/10;2010;JUN;EX;EX04;79;E
24/06/10;2010;JUN;EX;EX04;2;E
01/07/10;2010;JUL;EX;EX04;2400;E
08/07/10;2010;JUL;EX;EX04;220;E
15/07/10;2010;JUL;EX;EX04;33;E
22/07/10;2010;JUL;EX;EX04;220;E
29/07/10;2010;JUL;EX;EX04;920;S
05/08/10;2010;AGO;EX;EX04;49;E
12/08/10;2010;AGO;EX;EX04;79;E
19/08/10;2010;AGO;EX;EX04;2;E
26/08/10;2010;AGO;EX;EX04;5;E
02/09/10;2010;SET;EX;EX04;33;E
09/09/10;2010;SET;EX;EX04;49;E
16/09/10;2010;SET;EX;EX04;140;E
23/09/10;2010;SET;EX;EX04;23;E
30/09/10;2010;SET;EX;EX04;11;E
07/10/10;2010;OUT;EX;EX04;17;E
14/10/10;2010;OUT;EX;EX04;5;E
21/10/10;2010;OUT;EX;EX04;23;E
28/10/10;2010;OUT;EX;EX04;7;E
04/11/10;2010;NOV;EX;EX04;49;E
11/11/10;2010;NOV;EX;EX04;8;E
18/11/10;2010;NOV;EX;EX04;5;E
25/11/10;2010;NOV;EX;EX04;49;E
02/12/10;2010;DEZ;EX;EX04;220;E
09/12/10;2010;DEZ;EX;EX04;2;E
16/12/10;2010;DEZ;EX;EX04;17;E
23/12/10;2010;DEZ;EX;EX04;23;E
30/12/10;2010;DEZ;EX;EX04;7;E
07/01/10;2010;JAN;EX;EX05;2;E
14/01/10;2010;JAN;EX;EX05;2;E
21/01/10;2010;JAN;EX;EX05;5;E
28/01/10;2010;JAN;EX;EX05;23;E
04/02/10;2010;FEV;EX;EX05;4;E
11/02/10;2010;FEV;EX;EX05;8;E
18/02/10;2010;FEV;EX;EX05;280;E
25/02/10;2010;FEV;EX;EX05;33;E
04/03/10;2010;MAR;EX;EX05;2;E
11/03/10;2010;MAR;EX;EX05;46;E
18/03/10;2010;MAR;EX;EX05;140;E
25/03/10;2010;MAR;EX;EX05;33;E
31/03/10;2010;MAR;EX;EX05;49;E
08/04/10;2010;ABR;EX;EX05;2400;E
15/04/10;2010;ABR;EX;EX05;33;E
22/04/10;2010;ABR;EX;EX05;2;E
29/04/10;2010;ABR;EX;EX05;33;E
06/05/10;2010;MAI;EX;EX05;240;E
13/05/10;2010;MAI;EX;EX05;11;E
20/05/10;2010;MAI;EX;EX05;2;E
27/05/10;2010;MAI;EX;EX05;2;E
02/06/10;2010;JUN;EX;EX05;5;E
10/06/10;2010;JUN;EX;EX05;49;E
17/06/10;2010;JUN;EX;EX05;17;E
24/06/10;2010;JUN;EX;EX05;33;E
01/07/10;2010;JUL;EX;EX05;1600;E
08/07/10;2010;JUL;EX;EX05;240;E
15/07/10;2010;JUL;EX;EX05;140;E
22/07/10;2010;JUL;EX;EX05;79;E
29/07/10;2010;JUL;EX;EX05;350;B
05/08/10;2010;AGO;EX;EX05;2;E
12/08/10;2010;AGO;EX;EX05;33;E
19/08/10;2010;AGO;EX;EX05;2;E
26/08/10;2010;AGO;EX;EX05;8;E
02/09/10;2010;SET;EX;EX05;13;E
09/09/10;2010;SET;EX;EX05;23;E
16/09/10;2010;SET;EX;EX05;23;E
23/09/10;2010;SET;EX;EX05;23;E
30/09/10;2010;SET;EX;EX05;8;E
07/10/10;2010;OUT;EX;EX05;5;E
14/10/10;2010;OUT;EX;EX05;2;E
21/10/10;2010;OUT;EX;EX05;13;E
28/10/10;2010;OUT;EX;EX05;2;E
04/11/10;2010;NOV;EX;EX05;11;E
11/11/10;2010;NOV;EX;EX05;23;E
18/11/10;2010;NOV;EX;EX05;5;E
25/11/10;2010;NOV;EX;EX05;8;E
02/12/10;2010;DEZ;EX;EX05;140;E
09/12/10;2010;DEZ;EX;EX05;2;E
16/12/10;2010;DEZ;EX;EX05;5;E
23/12/10;2010;DEZ;EX;EX05;4;E
30/12/10;2010;DEZ;EX;EX05;8;E
07/01/10;2010;JAN;EX;EX06;2;E
14/01/10;2010;JAN;EX;EX06;130;E
21/01/10;2010;JAN;EX;EX06;9;E
28/01/10;2010;JAN;EX;EX06;130;E
04/02/10;2010;FEV;EX;EX06;23;E
11/02/10;2010;FEV;EX;EX06;8;E
18/02/10;2010;FEV;EX;EX06;14;E
25/02/10;2010;FEV;EX;EX06;23;E
04/03/10;2010;MAR;EX;EX06;17;E
11/03/10;2010;MAR;EX;EX06;34;E
18/03/10;2010;MAR;EX;EX06;2400;E
25/03/10;2010;MAR;EX;EX06;170;E
31/03/10;2010;MAR;EX;EX06;1600;I
08/04/10;2010;ABR;EX;EX06;9200;I
15/04/10;2010;ABR;EX;EX06;540;I
22/04/10;2010;ABR;EX;EX06;8;I
29/04/10;2010;ABR;EX;EX06;2;I
06/05/10;2010;MAI;EX;EX06;79;S
13/05/10;2010;MAI;EX;EX06;130;E
20/05/10;2010;MAI;EX;EX06;23;E
27/05/10;2010;MAI;EX;EX06;9;E
02/06/10;2010;JUN;EX;EX06;22;E
10/06/10;2010;JUN;EX;EX06;170;E
17/06/10;2010;JUN;EX;EX06;49;E
24/06/10;2010;JUN;EX;EX06;46;E
01/07/10;2010;JUL;EX;EX06;49;E
08/07/10;2010;JUL;EX;EX06;540;E
15/07/10;2010;JUL;EX;EX06;2400;S
22/07/10;2010;JUL;EX;EX06;79;S
29/07/10;2010;JUL;EX;EX06;920;S
05/08/10;2010;AGO;EX;EX06;7;S
12/08/10;2010;AGO;EX;EX06;70;S
19/08/10;2010;AGO;EX;EX06;7;E
26/08/10;2010;AGO;EX;EX06;2;E
02/09/10;2010;SET;EX;EX06;13;E
09/09/10;2010;SET;EX;EX06;540;E
16/09/10;2010;SET;EX;EX06;13;E
23/09/10;2010;SET;EX;EX06;8;E
30/09/10;2010;SET;EX;EX06;8;E
07/10/10;2010;OUT;EX;EX06;8;E
14/10/10;2010;OUT;EX;EX06;2;E
21/10/10;2010;OUT;EX;EX06;2;E
28/10/10;2010;OUT;EX;EX06;5;E
04/11/10;2010;NOV;EX;EX06;14;E
11/11/10;2010;NOV;EX;EX06;79;E
18/11/10;2010;NOV;EX;EX06;23;E
25/11/10;2010;NOV;EX;EX06;21;E
02/12/10;2010;DEZ;EX;EX06;280;E
09/12/10;2010;DEZ;EX;EX06;2;E
16/12/10;2010;DEZ;EX;EX06;2;E
23/12/10;2010;DEZ;EX;EX06;130;E
30/12/10;2010;DEZ;EX;EX06;33;E
